flow_id,timestamp,src_ip,src_port,dst_ip,dst_port,protocol,duration,packets_count,fwd_packets_count,bwd_packets_count,total_payload_bytes,fwd_total_payload_bytes,bwd_total_payload_bytes,payload_bytes_max,payload_bytes_min,payload_bytes_mean,payload_bytes_std,payload_bytes_variance,payload_bytes_median,payload_bytes_skewness,payload_bytes_cov,payload_bytes_mode,fwd_payload_bytes_max,fwd_payload_bytes_min,fwd_payload_bytes_mean,fwd_payload_bytes_std,fwd_payload_bytes_variance,fwd_payload_bytes_median,fwd_payload_bytes_skewness,fwd_payload_bytes_cov,fwd_payload_bytes_mode,bwd_payload_bytes_max,bwd_payload_bytes_min,bwd_payload_bytes_mean,bwd_payload_bytes_std,bwd_payload_bytes_variance,bwd_payload_bytes_median,bwd_payload_bytes_skewness,bwd_payload_bytes_cov,bwd_payload_bytes_mode,total_header_bytes,max_header_bytes,min_header_bytes,mean_header_bytes,std_header_bytes,median_header_bytes,skewness_header_bytes,cov_header_bytes,mode_header_bytes,variance_header_bytes,fwd_total_header_bytes,fwd_max_header_bytes,fwd_min_header_bytes,fwd_mean_header_bytes,fwd_std_header_bytes,fwd_median_header_bytes,fwd_skewness_header_bytes,fwd_cov_header_bytes,fwd_mode_header_bytes,fwd_variance_header_bytes,bwd_total_header_bytes,bwd_max_header_bytes,bwd_min_header_bytes,bwd_mean_header_bytes,bwd_std_header_bytes,bwd_median_header_bytes,bwd_skewness_header_bytes,bwd_cov_header_bytes,bwd_mode_header_bytes,bwd_variance_header_bytes,fwd_segment_size_mean,fwd_segment_size_max,fwd_segment_size_min,fwd_segment_size_std,fwd_segment_size_variance,fwd_segment_size_median,fwd_segment_size_skewness,fwd_segment_size_cov,fwd_segment_size_mode,bwd_segment_size_mean,bwd_segment_size_max,bwd_segment_size_min,bwd_segment_size_std,bwd_segment_size_variance,bwd_segment_size_median,bwd_segment_size_skewness,bwd_segment_size_cov,bwd_segment_size_mode,segment_size_mean,segment_size_max,segment_size_min,segment_size_std,segment_size_variance,segment_size_median,segment_size_skewness,segment_size_cov,segment_size_mode,fwd_init_win_bytes,bwd_init_win_bytes,active_min,active_max,active_mean,active_std,active_median,active_skewness,active_cov,active_mode,active_variance,idle_min,idle_max,idle_mean,idle_std,idle_median,idle_skewness,idle_cov,idle_mode,idle_variance,bytes_rate,fwd_bytes_rate,bwd_bytes_rate,packets_rate,bwd_packets_rate,fwd_packets_rate,down_up_rate,avg_fwd_bytes_per_bulk,avg_fwd_packets_per_bulk,avg_fwd_bulk_rate,avg_bwd_bytes_per_bulk,avg_bwd_packets_bulk_rate,avg_bwd_bulk_rate,fwd_bulk_state_count,fwd_bulk_total_size,fwd_bulk_per_packet,fwd_bulk_duration,bwd_bulk_state_count,bwd_bulk_total_size,bwd_bulk_per_packet,bwd_bulk_duration,fin_flag_counts,psh_flag_counts,urg_flag_counts,ece_flag_counts,syn_flag_counts,ack_flag_counts,cwr_flag_counts,rst_flag_counts,fwd_fin_flag_counts,fwd_psh_flag_counts,fwd_urg_flag_counts,fwd_ece_flag_counts,fwd_syn_flag_counts,fwd_ack_flag_counts,fwd_cwr_flag_counts,fwd_rst_flag_counts,bwd_fin_flag_counts,bwd_psh_flag_counts,bwd_urg_flag_counts,bwd_ece_flag_counts,bwd_syn_flag_counts,bwd_ack_flag_counts,bwd_cwr_flag_counts,bwd_rst_flag_counts,fin_flag_percentage_in_total,psh_flag_percentage_in_total,urg_flag_percentage_in_total,ece_flag_percentage_in_total,syn_flag_percentage_in_total,ack_flag_percentage_in_total,cwr_flag_percentage_in_total,rst_flag_percentage_in_total,fwd_fin_flag_percentage_in_total,fwd_psh_flag_percentage_in_total,fwd_urg_flag_percentage_in_total,fwd_ece_flag_percentage_in_total,fwd_syn_flag_percentage_in_total,fwd_ack_flag_percentage_in_total,fwd_cwr_flag_percentage_in_total,fwd_rst_flag_percentage_in_total,bwd_fin_flag_percentage_in_total,bwd_psh_flag_percentage_in_total,bwd_urg_flag_percentage_in_total,bwd_ece_flag_percentage_in_total,bwd_syn_flag_percentage_in_total,bwd_ack_flag_percentage_in_total,bwd_cwr_flag_percentage_in_total,bwd_rst_flag_percentage_in_total,fwd_fin_flag_percentage_in_fwd_packets,fwd_psh_flag_percentage_in_fwd_packets,fwd_urg_flag_percentage_in_fwd_packets,fwd_ece_flag_percentage_in_fwd_packets,fwd_syn_flag_percentage_in_fwd_packets,fwd_ack_flag_percentage_in_fwd_packets,fwd_cwr_flag_percentage_in_fwd_packets,fwd_rst_flag_percentage_in_fwd_packets,bwd_fin_flag_percentage_in_bwd_packets,bwd_psh_flag_percentage_in_bwd_packets,bwd_urg_flag_percentage_in_bwd_packets,bwd_ece_flag_percentage_in_bwd_packets,bwd_syn_flag_percentage_in_bwd_packets,bwd_ack_flag_percentage_in_bwd_packets,bwd_cwr_flag_percentage_in_bwd_packets,bwd_rst_flag_percentage_in_bwd_packets,packets_IAT_mean,packet_IAT_std,packet_IAT_max,packet_IAT_min,packet_IAT_total,packets_IAT_median,packets_IAT_skewness,packets_IAT_cov,packets_IAT_mode,packets_IAT_variance,fwd_packets_IAT_mean,fwd_packets_IAT_std,fwd_packets_IAT_max,fwd_packets_IAT_min,fwd_packets_IAT_total,fwd_packets_IAT_median,fwd_packets_IAT_skewness,fwd_packets_IAT_cov,fwd_packets_IAT_mode,fwd_packets_IAT_variance,bwd_packets_IAT_mean,bwd_packets_IAT_std,bwd_packets_IAT_max,bwd_packets_IAT_min,bwd_packets_IAT_total,bwd_packets_IAT_median,bwd_packets_IAT_skewness,bwd_packets_IAT_cov,bwd_packets_IAT_mode,bwd_packets_IAT_variance,subflow_fwd_packets,subflow_bwd_packets,subflow_fwd_bytes,subflow_bwd_bytes,delta_start,handshake_duration,handshake_state,min_bwd_packets_delta_time,max_bwd_packets_delta_time,mean_packets_delta_time,mode_packets_delta_time,variance_packets_delta_time,std_packets_delta_time,median_packets_delta_time,skewness_packets_delta_time,cov_packets_delta_time,mean_bwd_packets_delta_time,mode_bwd_packets_delta_time,variance_bwd_packets_delta_time,std_bwd_packets_delta_time,median_bwd_packets_delta_time,skewness_bwd_packets_delta_time,cov_bwd_packets_delta_time,min_fwd_packets_delta_time,max_fwd_packets_delta_time,mean_fwd_packets_delta_time,mode_fwd_packets_delta_time,variance_fwd_packets_delta_time,std_fwd_packets_delta_time,median_fwd_packets_delta_time,skewness_fwd_packets_delta_time,cov_fwd_packets_delta_time,min_packets_delta_len,max_packets_delta_len,mean_packets_delta_len,mode_packets_delta_len,variance_packets_delta_len,std_packets_delta_len,median_packets_delta_len,skewness_packets_delta_len,cov_packets_delta_len,min_bwd_packets_delta_len,max_bwd_packets_delta_len,mean_bwd_packets_delta_len,mode_bwd_packets_delta_len,variance_bwd_packets_delta_len,std_bwd_packets_delta_len,median_bwd_packets_delta_len,skewness_bwd_packets_delta_len,cov_bwd_packets_delta_len,min_fwd_packets_delta_len,max_fwd_packets_delta_len,mean_fwd_packets_delta_len,mode_fwd_packets_delta_len,variance_fwd_packets_delta_len,std_fwd_packets_delta_len,median_fwd_packets_delta_len,skewness_fwd_packets_delta_len,cov_fwd_packets_delta_len,min_header_bytes_delta_len,max_header_bytes_delta_len,mean_header_bytes_delta_len,mode_header_bytes_delta_len,variance_header_bytes_delta_len,std_header_bytes_delta_len,median_header_bytes_delta_len,skewness_header_bytes_delta_len,cov_header_bytes_delta_len,min_bwd_header_bytes_delta_len,max_bwd_header_bytes_delta_len,mean_bwd_header_bytes_delta_len,mode_bwd_header_bytes_delta_len,variance_bwd_header_bytes_delta_len,std_bwd_header_bytes_delta_len,median_bwd_header_bytes_delta_len,skewness_bwd_header_bytes_delta_len,cov_bwd_header_bytes_delta_len,min_fwd_header_bytes_delta_len,max_fwd_header_bytes_delta_len,mean_fwd_header_bytes_delta_len,mode_fwd_header_bytes_delta_len,variance_fwd_header_bytes_delta_len,std_fwd_header_bytes_delta_len,median_fwd_header_bytes_delta_len,skewness_fwd_header_bytes_delta_len,cov_fwd_header_bytes_delta_len,min_payload_bytes_delta_len,max_payload_bytes_delta_len,mean_payload_bytes_delta_len,mode_payload_bytes_delta_len,variance_payload_bytes_delta_len,std_payload_bytes_delta_len,median_payload_bytes_delta_len,skewness_payload_bytes_delta_len,cov_payload_bytes_delta_len,min_bwd_payload_bytes_delta_len,max_bwd_payload_bytes_delta_len,mean_bwd_payload_bytes_delta_len,mode_bwd_payload_bytes_delta_len,variance_bwd_payload_bytes_delta_len,std_bwd_payload_bytes_delta_len,median_bwd_payload_bytes_delta_len,skewness_bwd_payload_bytes_delta_len,cov_bwd_payload_bytes_delta_len,min_fwd_payload_bytes_delta_len,max_fwd_payload_bytes_delta_len,mean_fwd_payload_bytes_delta_len,mode_fwd_payload_bytes_delta_len,variance_fwd_payload_bytes_delta_len,std_fwd_payload_bytes_delta_len,median_fwd_payload_bytes_delta_len,skewness_fwd_payload_bytes_delta_len,cov_fwd_payload_bytes_delta_len,label
141.226.224.32_443_192.168.29.57_62724_TCP_2026-04-12 20:10:17.915496,2026-04-12 20:10:17.915496,141.226.224.32,443,192.168.29.57,62724,TCP,0.0,1,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,20,20,20,,,,,,,,0,0,0,0,0,0,0,0,0,0,20,20,20,,,,,,,,0,0,0,0,0,0,0,0,0,,20,20,,,,,,,,20,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,0,1776004817.915496,1776004817.915496,1776004817.915496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1776004817.915496,1776004817.915496,1776004817.915496,0,0,0,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
192.168.29.57_62726_141.226.231.48_443_TCP_2026-04-12 20:10:21.372454,2026-04-12 20:10:21.372454,192.168.29.57,62726,141.226.231.48,443,TCP,79.20804595947266,52,30,22,17479,9129,8350,1460,0,,,,,,,,1460,0,,,,,,,,1460,0,,,,,,,,1076,44,20,,,,,,,,624,44,20,,,,,,,,452,32,20,,,,,,,,,1480,20,,,,,,,,1480,20,,,,,,,,1480,20,,,,,,,65535,42340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220.67202628560298,115.25344287209049,105.4185834135125,0.6564989625751677,0.277749561089494,0.37874940148567365,0.7333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,2,51,0,0,0,14,0,0,1,29,0,0,0,14,0,0,1,22,0,0,0.0,0.5384615384615384,0.0,0.0,0.038461538461538464,0.9807692307692307,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.019230769230769232,0.5576923076923077,0.0,0.0,0.0,0.2692307692307692,0.0,0.0,0.019230769230769232,0.4230769230769231,0.0,0.0,0.0,0.4666666666666667,0.0,0.0,0.03333333333333333,0.9666666666666667,0.0,0.0,0.0,0.6363636363636364,0.0,0.0,0.045454545454545456,1.0,0.0,0.0,,0,13.17672610282898,2.86102294921875e-06,79.20804595947266,0,0,0,0,0,,0,13.17672610282898,3.1948089599609375e-05,79.20804595947266,0,0,0,0,0,,0,13.497068881988525,2.86102294921875e-06,78.88336896896362,0,0,0,0,0,3.75,2.75,1141.125,1141.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1460.0,1460.0,,,,,,,,-1071.0,1460.0,,,,,,,,-1393.0,1460.0,,,,,,,,-12.0,0.0,,,,,,,,-12.0,0.0,,,,,,,,-24.0,0.0,,,,,,,,-1460.0,1460.0,,,,,,,,-1071.0,1460.0,,,,,,,,-1393.0,1460.0,,,,,,,,Unknown
192.168.29.57_62606_185.199.111.154_443_TCP_2026-04-12 20:10:25.185735,2026-04-12 20:10:25.185735,192.168.29.57,62606,185.199.111.154,443,TCP,45.33797097206116,4,2,2,0,0,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,104,32,20,,,,,,,,40,20,20,,,,,,,,64,32,32,,,,,,,,,20,20,,,,,,,,32,32,,,,,,,,32,20,,,,,,,2048,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08822626849500918,0.04411313424750459,0.04411313424750459,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,45.31463885307312,0.011162996292114258,45.33797097206116,0,0,0,0,0,,0,45.32680797576904,45.32680797576904,45.32680797576904,0,0,0,0,0,,0,45.325801849365234,45.325801849365234,45.325801849365234,0,0,0,0,0,2.0,2.0,0.0,0.0,not a complete handshake,not a complete handshake,0,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,Unknown
52.242.103.142_443_192.168.29.57_62722_TCP_2026-04-12 20:10:26.714307,2026-04-12 20:10:26.714307,52.242.103.142,443,192.168.29.57,62722,TCP,0.0,1,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,32,32,32,,,,,,,,0,0,0,0,0,0,0,0,0,0,32,32,32,,,,,,,,0,0,0,0,0,0,0,0,0,,32,32,,,,,,,,32,32,,,,,,,0,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1776004826.714307,1776004826.714307,1776004826.714307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1776004826.714307,1776004826.714307,1776004826.714307,0,0,0,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
192.168.29.57_62730_52.242.103.142_443_TCP_2026-04-12 20:10:26.717060,2026-04-12 20:10:26.717060,192.168.29.57,62730,52.242.103.142,443,TCP,12.268574953079224,30,16,14,11594,3077,8517,1448,0,,,,,,,,1428,0,,,,,,,,1448,0,,,,,,,,968,44,20,,,,,,,,512,44,20,,,,,,,,456,40,32,,,,,,,,,1460,20,,,,,,,,1480,32,,,,,,,,1480,20,,,,,,,65535,65160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,945.0160303328533,250.8033746191297,694.2126557137236,2.445271770742246,1.1411268263463814,1.3041449443958646,0.875,0,0,0,7590.0,6.0,3239520.4396051695,0,0,0,0,1,7590,6,0.0023429393768310547,1,11,0,0,2,29,0,1,0,3,0,0,1,15,0,1,1,8,0,0,1,14,0,0,0.03333333333333333,0.36666666666666664,0.0,0.0,0.06666666666666667,0.9666666666666667,0.0,0.03333333333333333,0.0,0.1,0.0,0.0,0.03333333333333333,0.5,0.0,0.03333333333333333,0.03333333333333333,0.26666666666666666,0.0,0.0,0.03333333333333333,0.4666666666666667,0.0,0.0,0.0,0.1875,0.0,0.0,0.0625,0.9375,0.0,0.0625,0.07142857142857142,0.5714285714285714,0.0,0.0,0.07142857142857142,1.0,0.0,0.0,,0,8.827723026275635,2.86102294921875e-06,12.268574953079224,0,0,0,0,0,,0,8.827919960021973,5.507469177246094e-05,12.268574953079224,0,0,0,0,0,,0,8.827883005142212,2.86102294921875e-06,9.318359851837158,0,0,0,0,0,8.0,7.0,1538.5,1538.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1448.0,1448.0,,,,,,,,-850.0,1448.0,,,,,,,,-892.0,1428.0,,,,,,,,-12.0,0.0,,,,,,,,-8.0,0.0,,,,,,,,-12.0,0.0,,,,,,,,-1448.0,1448.0,,,,,,,,-850.0,1448.0,,,,,,,,-892.0,1428.0,,,,,,,,Unknown
141.226.224.32_443_192.168.29.57_62725_TCP_2026-04-12 20:10:26.764952,2026-04-12 20:10:26.764952,141.226.224.32,443,192.168.29.57,62725,TCP,0.0,1,0,1,0,0,0,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,32,32,32,,,,,,,,0,0,0,0,0,0,0,0,0,0,32,32,32,,,,,,,,0,0,0,0,0,0,0,0,0,,32,32,,,,,,,,32,32,,,,,,,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,1776004826.764952,1776004826.764952,1776004826.764952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1776004826.764952,1776004826.764952,1776004826.764952,0,0,0,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
192.168.29.57_62616_18.97.36.44_443_TCP_2026-04-12 20:10:31.303894,2026-04-12 20:10:31.303894,192.168.29.57,62616,18.97.36.44,443,TCP,46.64283800125122,14,8,6,906,646,260,240,0,,,,,,,,240,0,,,,,,,,118,0,,,,,,,,436,32,20,,,,,,,,244,32,20,,,,,,,,192,32,32,,,,,,,,,272,20,,,,,,,,150,32,,,,,,,,272,20,,,,,,,2048,12323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.424203989810742,13.849929114147614,5.574274875663127,0.3001532625357068,0.1286371125153029,0.17151615002040388,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,14,0,0,0,4,0,0,0,8,0,0,0,3,0,0,0,6,0,0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.21428571428571427,0.0,0.0,0.0,0.42857142857142855,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,,0,20.740251779556274,0.00014901161193847656,46.64283800125122,0,0,0,0,0,,0,21.00080895423889,0.00014901161193847656,46.64283800125122,0,0,0,0,0,,0,20.988507986068726,0.3466320037841797,46.381896018981934,0,0,0,0,0,2.6666666666666665,2.0,215.33333333333334,215.33333333333334,not a complete handshake,not a complete handshake,0,,,,,,,,,,,,,,,,,,,,,,,,,,-139.0,240.0,,,,,,,,-94.0,118.0,,,,,,,,-240.0,252.0,,,,,,,,0.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,12.0,,,,,,,,-139.0,240.0,,,,,,,,-94.0,118.0,,,,,,,,-240.0,240.0,,,,,,,,Unknown
192.168.29.57_62654_151.101.157.91_443_TCP_2026-04-12 20:10:32.013097,2026-04-12 20:10:32.013097,192.168.29.57,62654,151.101.157.91,443,TCP,45.432682037353516,4,2,2,0,0,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,104,32,20,,,,,,,,40,20,20,,,,,,,,64,32,32,,,,,,,,,20,20,,,,,,,,32,32,,,,,,,,32,20,,,,,,,2048,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08804234794484087,0.04402117397242043,0.04402117397242043,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,45.40483093261719,0.013898134231567383,45.432682037353516,0,0,0,0,0,,0,45.41878390312195,45.41878390312195,45.41878390312195,0,0,0,0,0,,0,45.418729066848755,45.418729066848755,45.418729066848755,0,0,0,0,0,2.0,2.0,0.0,0.0,not a complete handshake,not a complete handshake,0,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,Unknown
192.168.29.57_62685_142.250.193.2_443_TCP_2026-04-12 20:10:35.545113,2026-04-12 20:10:35.545113,192.168.29.57,62685,142.250.193.2,443,TCP,45.11051893234253,4,2,2,0,0,0,0,0,,,,,,,,0,0,,,,,,,,0,0,,,,,,,,104,32,20,,,,,,,,40,20,20,,,,,,,,64,32,32,,,,,,,,,20,20,,,,,,,,32,32,,,,,,,,32,20,,,,,,,2048,1041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.08867111473488619,0.044335557367443094,0.044335557367443094,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,,0,45.002201080322266,0.05397987365722656,45.11051893234253,0,0,0,0,0,,0,45.05618095397949,45.05618095397949,45.05618095397949,0,0,0,0,0,,0,45.0565390586853,45.0565390586853,45.0565390586853,0,0,0,0,0,2.0,2.0,0.0,0.0,not a complete handshake,not a complete handshake,0,,,,,,,,,,,,,,,,,,,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,-12.0,12.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,0.0,0.0,,,,,,,,Unknown
192.168.29.57_62719_66.117.22.113_443_TCP_2026-04-12 20:10:46.847819,2026-04-12 20:10:46.847819,192.168.29.57,62719,66.117.22.113,443,TCP,0.0,1,1,0,0,0,0,0,0,,,,,,,,0,0,,,,,,,,0,0,0,0,0,0,0,0,0,20,20,20,,,,,,,,20,20,20,,,,,,,,0,0,0,0,0,0,0,0,0,0,,20,20,,,,,,,0,0,0,0,0,0,0,0,0,,20,20,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,,0,1776004846.847819,1776004846.847819,1776004846.847819,0,0,0,0,0,,0,1776004846.847819,1776004846.847819,1776004846.847819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,not a complete handshake,not a complete handshake,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Unknown
